road_name,street_name,route_code,route_name,adt,aawdt,peak_hour_estimate,traffic_level,data_date,data_quality,latitude,longitude
UUNET DR,UUNET,R-VA053SC01950NB,SC-1950N (Loudoun County),30000,32000.0,3000.0,Very High,1641013200000,G,39.01244567257329,-77.46806792938915
UUNET DR,UUNET,R-VA053SC00640EB,SC-640E (Loudoun County),7900,8400.0,790.0,Moderate,1641013200000,G,39.01358662733865,-77.47205827632907
UUNET DR,UUNET,R-VA053SC00640EB,SC-640E (Loudoun County),7900,8400.0,790.0,Moderate,1641013200000,G,39.01361400241592,-77.47195392455602
DULLES GREENWAY,DULLES GREENWAY,R-VA   SR00267EB,VA-267E,25000,26000.0,2500.0,High,1641013200000,G,39.089018468684486,-77.5657108742777
BATTLEFIELD PKWY SE,BATTLEFIELD,R-VA   SR00267EB,VA-267E,25000,26000.0,2500.0,High,1641013200000,G,39.0890436436837,-77.5658413602229
DULLES GREENWAY,DULLES GREENWAY,R-VA   SR00267WB,VA-267W,38000,46000.0,3800.0,Very High,1641013200000,G,38.99211248368175,-77.46019778985467
OLD OX RD,OLD OX,R-VA053SC00606EB,SC-606E (Loudoun County),37000,44000.0,3700.0,Very High,1641013200000,G,38.989878790073796,-77.45619142835278
OLD OX RD WB,OLD OX,R-VA   SR00267WB,VA-267W,37000,44000.0,3700.0,Very High,1641013200000,G,38.991175345443764,-77.45761745989991
DULLES GREENWAY,DULLES GREENWAY,R-VA   SR00267EB,VA-267E,37000,44000.0,3700.0,Very High,1641013200000,G,38.98752461892912,-77.45662213616309
OLD OX RD,OLD OX,R-VA   SR00267EB,VA-267E,37000,44000.0,3700.0,Very High,1641013200000,G,38.990326207278656,-77.45877005826756
OLD OX RD EB,OLD OX,R-VA   SR00267EB,VA-267E,37000,44000.0,3700.0,Very High,1641013200000,G,38.98897986906211,-77.45899194690539
OLD OX RD,OLD OX,R-VA053SC00606EB,SC-606E (Loudoun County),35000,37000.0,3500.0,Very High,1641013200000,G,38.9783320392361,-77.41993668781794
OLD OX RD,OLD OX,R-VA053SC00606EB,SC-606E (Loudoun County),35000,37000.0,3500.0,Very High,1641013200000,G,38.9774886816924,-77.41322714386214
DOUGLAS CT,DOUGLAS,R-VA053SC00606EB,SC-606E (Loudoun County),35000,37000.0,3500.0,Very High,1641013200000,G,38.9778719544169,-77.41497905714147
ROCK HILL RD,ROCK HILL,R-VA053SC00605NB,SC-605N (Loudoun County),37000,39000.0,3700.0,Very High,1641013200000,G,38.976778194938746,-77.40902254956615
BROADLANDS CENTER PLZ,BROADLANDS CENTER,R-VA053SC02070NB,SC-2070N (Loudoun County),5900,6300.0,590.0,Moderate,1605157200000,R,39.02525921791628,-77.50854041702493
BROADLANDS CENTER PLZ,BROADLANDS CENTER,R-VA053SC00640EB,SC-640E (Loudoun County),5900,6300.0,590.0,Moderate,1641013200000,G,39.025674906940104,-77.50950828507567
BROADLANDS BLVD,BROADLANDS,R-VA053SC02070NB,SC-2070N (Loudoun County),5900,6300.0,590.0,Moderate,1605157200000,R,39.02511851448381,-77.50926258053121
LOUDOUN WATER WAY,LOUDOUN WATER,R-VA053SC02150WB,SC-2150W (Loudoun County),13000,14000.0,1300.0,Moderate,1641013200000,G,39.02922307333659,-77.4457873841801
OLD OX RD,OLD OX,R-VA053SC00606EB,SC-606E (Loudoun County),30000,32000.0,3000.0,Very High,1641013200000,G,38.97757988789353,-77.48596888356931
OLD OX RD,OLD OX,R-VA053SC00606EB,SC-606E (Loudoun County),30000,32000.0,3000.0,Very High,1641013200000,G,38.97898621571875,-77.48080789417668
LADBROOK DR,LADBROOK,R-VA053SC00606EB,SC-606E (Loudoun County),30000,32000.0,3000.0,Very High,1641013200000,G,38.97784056252696,-77.48846888333172
LADBROOK DR,LADBROOK,R-VA053SC00606EB,SC-606E (Loudoun County),30000,32000.0,3000.0,Very High,1641013200000,G,38.977783033738596,-77.48859702172456
LADBROOK DR,LADBROOK,R-VA053SC00606EB,SC-606E (Loudoun County),30000,32000.0,3000.0,Very High,1641013200000,G,38.97892757694113,-77.48418943096559
LADBROOK DR,LADBROOK,R-VA053SC00606EB,SC-606E (Loudoun County),30000,32000.0,3000.0,Very High,1641013200000,G,38.978967579836585,-77.48405668226427
DULLES GREENWAY,DULLES GREENWAY,R-VA   SR00267WB,VA-267W,27000,28000.0,2700.0,High,1641013200000,G,39.06484658359011,-77.56605407463125
DULLES GREENWAY,DULLES GREENWAY,R-VA053SC00653EB,SC-653E (Loudoun County),27000,28000.0,2700.0,High,1641013200000,G,39.06218019224025,-77.56433485769887
DULLES GREENWAY WB,DULLES GREENWAY,R-VA053SC00653EB,SC-653E (Loudoun County),27000,28000.0,2700.0,High,1641013200000,G,39.06216832155304,-77.5627212593067
SHREVE MILL RD WB,SHREVE MILL,R-VA   SR00267EB,VA-267E,27000,28000.0,2700.0,High,1641013200000,G,39.06233859698297,-77.56511690896278
GOLF CLUB RD,GOLF CLUB,R-VA053SC00653WB,SC-653W (Loudoun County),4100,4400.0,410.0,Low,1641013200000,G,39.08693138354178,-77.5156844798159
DULLES GREENWAY,DULLES GREENWAY,R-VA   SR00267WB,VA-267W,27000,28000.0,2700.0,High,1641013200000,G,39.090682470623754,-77.56503704228143
DULLES GREENWAY,DULLES GREENWAY,R-VA   SR00267WB,VA-267W,25000,26000.0,2500.0,High,1641013200000,G,39.09604046817825,-77.56376128001655
MILLER DR SE,MILLER,R-VA   SR00267WB,VA-267W,27000,28000.0,2700.0,High,1641013200000,G,39.09000433412339,-77.5638651780009
DULLES GREENWAY WB,DULLES GREENWAY,R-VA   SR00267WB,VA-267W,25000,26000.0,2500.0,High,1641013200000,G,39.09148489495886,-77.56361121178219
GEORGE WASHINGTON BLVD,GEORGE WASHINGTON,R-VA053SC01050SB,SC-1050S (Loudoun County),9800,10000.0,980.0,Moderate,1641013200000,G,39.060641257187385,-77.4501692401651
JAMES MONROE HWY,JAMES MONROE,R-VA053SC00705EB,SC-705E (Loudoun County),14000,15000.0,1400.0,Moderate,1641013200000,G,38.959859027330715,-77.62244446826851
RUSSELL BRANCH PKWY SE,RUSSELL BRANCH,R-VA053SC00653WB,SC-653W (Loudoun County),4100,4400.0,410.0,Low,1641013200000,G,39.08589406381451,-77.51849066289996
RUSSELL BRANCH PKWY SE,RUSSELL BRANCH,R-VA053SC00653WB,SC-653W (Loudoun County),4100,4400.0,410.0,Low,1641013200000,G,39.08599102127254,-77.51844713632016
BRADDOCK RD,BRADDOCK,R-VA053SC00705EB,SC-705E (Loudoun County),2600,2800.0,260.0,Low,1641013200000,G,38.942973522425966,-77.60899217866653
MOOREVIEW PKWY,MOOREVIEW,R-VA053SC02298SB,SC-2298S (Loudoun County),9000,9600.0,900.0,Moderate,1641013200000,G,39.00605034726419,-77.50378848327087
MOOREVIEW PKWY,MOOREVIEW,R-VA053SC02298SB,SC-2298S (Loudoun County),9000,9600.0,900.0,Moderate,1641013200000,G,39.00403479040406,-77.50490774642086
MOOREVIEW PKWY,MOOREVIEW,R-VA053SC02298SB,SC-2298S (Loudoun County),9000,9600.0,900.0,Moderate,1641013200000,G,39.00597020605042,-77.5036328122618
MOOREVIEW PKWY,MOOREVIEW,R-VA053SC02298SB,SC-2298S (Loudoun County),9000,9600.0,900.0,Moderate,1641013200000,G,39.00400104393679,-77.50472822086235
CLAUDE MOORE DR,CLAUDE MOORE,R-VA053SC02298SB,SC-2298S (Loudoun County),9000,9600.0,900.0,Moderate,1641013200000,G,39.00585874918055,-77.50110153117177
CLAUDE MOORE DR,CLAUDE MOORE,R-VA053SC02298SB,SC-2298S (Loudoun County),9000,9600.0,900.0,Moderate,1641013200000,G,39.005967365927475,-77.50102934804103
SHELLHORN RD,SHELLHORN,R-VA053SC00643NB,SC-643N (Loudoun County),9300,9800.0,930.0,Moderate,1641013200000,G,39.0075406491746,-77.48599291700754
SHELLHORN RD,SHELLHORN,R-VA053SC00643NB,SC-643N (Loudoun County),9300,9800.0,930.0,Moderate,1641013200000,G,39.00691286232524,-77.48538159226739
METRO CENTER DR,METRO CENTER,R-VA053SC00643NB,SC-643N (Loudoun County),9300,9800.0,930.0,Moderate,1641013200000,G,39.00573042694226,-77.48586641589567
CENTRAL STATION DR,CENTRAL STATION,R-VA053SC00643NB,SC-643N (Loudoun County),9300,9800.0,930.0,Moderate,1641013200000,G,39.00750099368908,-77.48605346830924
CENTRAL STATION DR,CENTRAL STATION,R-VA053SC00643NB,SC-643N (Loudoun County),9300,9800.0,930.0,Moderate,1641013200000,G,39.00741239302467,-77.48597797766749
EXCHANGE ST,EXCHANGE,R-VA053SC03040NB,SC-3040N (Loudoun County),9600,,960.0,Moderate,1605157200000,R,39.049126793705696,-77.45343131788476
SHELLHORN RD,SHELLHORN,R-VA053SC00640EB,SC-640E (Loudoun County),6300,6700.0,630.0,Moderate,1641013200000,G,39.022574090943806,-77.50039431326624
SHELLHORN RD,SHELLHORN,R-VA053SC00640EB,SC-640E (Loudoun County),6300,6700.0,630.0,Moderate,1641013200000,G,39.021041854699654,-77.49884955194442
SHELLHORN RD,SHELLHORN,R-VA053SC00640EB,SC-640E (Loudoun County),6300,6700.0,630.0,Moderate,1641013200000,G,39.020969844306364,-77.49898182816413
SHELLHORN RD,SHELLHORN,R-VA053SC00640EB,SC-640E (Loudoun County),6300,6700.0,630.0,Moderate,1641013200000,G,39.01927555378124,-77.49646889551104
FAULKNER PKWY,FAULKNER,R-VA053SC00641NB,SC-641N (Loudoun County),6300,6700.0,630.0,Moderate,1641013200000,G,39.01907420233693,-77.49541656880993
FAULKNER PKWY,FAULKNER,R-VA053SC00641NB,SC-641N (Loudoun County),6300,6700.0,630.0,Moderate,1641013200000,G,39.01862096998267,-77.49304650846234
FAULKNER PKWY,FAULKNER,R-VA053SC02090NB,SC-2090N (Loudoun County),2100,,210.0,Low,1392699600000,R,39.01767073426565,-77.49068852930719
FAULKNER PKWY,FAULKNER,R-VA053SC02119EB,SC-2119E (Loudoun County),9600,10000.0,960.0,Moderate,1641013200000,G,39.0158992179647,-77.48926747097022
FULLERTON ST,FULLERTON,R-VA053SC00640EB,SC-640E (Loudoun County),6300,6700.0,630.0,Moderate,1641013200000,G,39.021960427708464,-77.49994764096252
ASHBURN RD,ASHBURN,R-VA053SC00641NB,SC-641N (Loudoun County),6300,6700.0,630.0,Moderate,1641013200000,G,39.01876876994757,-77.49440940988626
HEMINGWAY DR,HEMINGWAY,R-VA053SC02090NB,SC-2090N (Loudoun County),2100,,210.0,Low,1392699600000,R,39.01670620879567,-77.48993919733844
WAXPOOL RD,WAXPOOL,R-VA053SC02119EB,SC-2119E (Loudoun County),9600,10000.0,960.0,Moderate,1641013200000,G,39.014894140007485,-77.48769509876502
WAXPOOL RD,WAXPOOL,R-VA053SC02119EB,SC-2119E (Loudoun County),9600,10000.0,960.0,Moderate,1641013200000,G,39.0151591043369,-77.48856303242098
LOUDOUN COUNTY PKWY,LOUDOUN COUNTY,R-VA053SC02150EB,SC-2150E (Loudoun County),13000,14000.0,1300.0,Moderate,1641013200000,G,39.0280134077858,-77.448450281115
GLOUCESTER PKWY,GLOUCESTER,R-VA053SC02150EB,SC-2150E (Loudoun County),13000,14000.0,1300.0,Moderate,1641013200000,G,39.028102418914564,-77.44833466162677
GLOUCESTER PKWY,GLOUCESTER,R-VA053SC02150EB,SC-2150E (Loudoun County),13000,14000.0,1300.0,Moderate,1641013200000,G,39.02792546994012,-77.44835084220202
LAKEVIEW OVERLOOK PLZ,LAKEVIEW OVERLOOK,R-VA053SC01050SB,SC-1050S (Loudoun County),9800,10000.0,980.0,Moderate,1641013200000,G,39.060265258332045,-77.44927928950402
LAKEVIEW OVERLOOK PLZ,LAKEVIEW OVERLOOK,R-VA053SC01050SB,SC-1050S (Loudoun County),9800,10000.0,980.0,Moderate,1641013200000,G,39.06021926350535,-77.44918314174257
POLAND RD,POLAND,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.91215080351513,-77.49850606725904
EDGEWATER ST,EDGEWATER,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.911081780951434,-77.49028528550613
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.91161296310687,-77.49707131448916
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.91117458241525,-77.4941638744195
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.910917172111716,-77.49150338299694
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.91179233680441,-77.49702784842005
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.91135440287305,-77.4941279797601
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.9110965393773,-77.49152430698683
AMBER GATE TER,AMBER GATE,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.911434402382994,-77.49554615026497
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.91109389814959,-77.49274579011262
E MARKET ST,MARKET,R-VA   SR00007EB,VA-7E,66000,70000.0,6600.0,Very High,1641013200000,G,39.09051673146549,-77.52122600351119
E MARKET ST,MARKET,R-VA   SR00007EB,VA-7E,66000,70000.0,6600.0,Very High,1641013200000,G,39.09037605210043,-77.52146740778707
RIVER CREEK PKWY,RIVER CREEK,S-VA253PR RIVER CREEK PKWY,River Creek PKWY (PR - Town of Leesburg),23000,24000.0,2300.0,High,1641013200000,G,39.09150483481213,-77.51691302415905
RIVER CREEK PKWY,RIVER CREEK,S-VA253NP RIVER CREEK PKWY,River Creek PKWY (NP - Town of Leesburg),23000,24000.0,2300.0,High,1641013200000,G,39.0904102405916,-77.51820940878437
RIVER CREEK PKWY,RIVER CREEK,S-VA253PR RIVER CREEK PKWY,River Creek PKWY (PR - Town of Leesburg),23000,24000.0,2300.0,High,1641013200000,G,39.09029652849523,-77.51797455719922
RUSSELL BRANCH PKWY SE,RUSSELL BRANCH,R-VA053SC00653EB,SC-653E (Loudoun County),4100,4400.0,410.0,Low,1641013200000,G,39.085321811743924,-77.51737521113616
RUSSELL BRANCH PKWY SE,RUSSELL BRANCH,R-VA053SC00653EB,SC-653E (Loudoun County),4100,4400.0,410.0,Low,1641013200000,G,39.08536146024654,-77.51731500286236
GOLF CLUB RD,GOLF CLUB,R-VA053SC00653WB,SC-653W (Loudoun County),4100,4400.0,410.0,Low,1641013200000,G,39.08555340512822,-77.51754627418217
MARKET ST WB,MARKET,R-VA   SR00007WB,VA-7W,66000,70000.0,6600.0,Very High,1641013200000,G,39.09105812998296,-77.52054561647252
UNNAMED,UNNAMED,R-VA   SR00007EB,VA-7E,66000,70000.0,6600.0,Very High,1641013200000,G,39.09022521442676,-77.52162286975312
RIVER CREEK PKWY NB,RIVER CREEK,R-VA   SR00007WB,VA-7W,121000,129000.0,12100.0,Very High,1641013200000,G,39.08886912930363,-77.5160114361321
RIVER CREEK PKWY SB,RIVER CREEK,S-VA253PR RIVER CREEK PKWY,River Creek PKWY (PR - Town of Leesburg),23000,24000.0,2300.0,High,1641013200000,G,39.090587126775674,-77.51693488210887
BRADDOCK RD,BRADDOCK,R-VA053SC01258NB,SC-1258N (Loudoun County),6700,7100.0,670.0,Moderate,1276660800000,R,38.91701619322542,-77.55974058194087
KINSALE PL,KINSALE,R-VA053SC01277NB,SC-1277N (Loudoun County),1000,,100.0,Low,1392094800000,R,38.917709704755346,-77.56430966257183
KILKEEN WAY,KILKEEN,R-VA053SC00620EB,SC-620E (Loudoun County),6700,7100.0,670.0,Moderate,1641013200000,G,38.91810781601213,-77.5634481996447
BRADDOCK RD,BRADDOCK,R-VA053SC00705EB,SC-705E (Loudoun County),3400,3600.0,340.0,Low,1641013200000,G,38.93852317173605,-77.60704867240722
ALDIE SPRINGS DR,ALDIE SPRINGS,R-VA053SC00705EB,SC-705E (Loudoun County),2600,2800.0,260.0,Low,1641013200000,G,38.93940671034613,-77.60739563841781
MOOREVIEW PKWY,MOOREVIEW,R-VA053SC00607SB,SC-607S (Loudoun County),19000,20000.0,1900.0,High,1641013200000,G,38.992757598388515,-77.50161458896456
MOOREVIEW PKWY,MOOREVIEW,R-VA053SC00607NB,SC-607N (Loudoun County),19000,20000.0,1900.0,High,1641013200000,G,38.992377441016245,-77.50064886920596
LOUDOUN COUNTY PKWY,LOUDOUN COUNTY,R-VA053SC00607NB,SC-607N (Loudoun County),19000,20000.0,1900.0,High,1641013200000,G,38.9923881900837,-77.50080291090185
LOUDOUN COUNTY PKWY,LOUDOUN COUNTY,R-VA053SC00607NB,SC-607N (Loudoun County),19000,20000.0,1900.0,High,1641013200000,G,38.99226482468373,-77.50058943239662
BISSELL TER,BISSELL,R-VA053SC02298SB,SC-2298S (Loudoun County),5000,5300.0,500.0,Moderate,1641013200000,G,38.992968580483904,-77.50230227553007
AUTO WORLD CIR,AUTO WORLD,R-VA053SC01036NB,SC-1036N (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,39.01218152503524,-77.43833457810818
AUTO WORLD CIR,AUTO WORLD,R-VA053SC00887EB,SC-887E (Loudoun County),11000,12000.0,1100.0,Moderate,1280116800000,R,39.01042492448755,-77.43946646962601
PACIFIC BLVD,PACIFIC,R-VA053SC01036NB,SC-1036N (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,39.01402392092105,-77.43750371680927
PACIFIC BLVD,PACIFIC,R-VA053SC00887EB,SC-887E (Loudoun County),11000,12000.0,1100.0,Moderate,1280116800000,R,39.01132526296163,-77.43897033233758
BELMONT RIDGE RD,BELMONT RIDGE,R-VA053SC00659SB,SC-659S (Loudoun County),7900,8400.0,790.0,Moderate,1641013200000,G,38.99314364590454,-77.52809846984469
REDEEMER TER,REDEEMER,R-VA053SC00659NB,SC-659N (Loudoun County),7900,8400.0,790.0,Moderate,1641013200000,G,38.99559433450089,-77.52749425000825
CYNTHIA TER,CYNTHIA,R-VA053SC01258NB,SC-1258N (Loudoun County),2100,,210.0,Low,1276660800000,R,38.91104048672853,-77.56042554463114
SYCOLIN RD,SYCOLIN,R-VA053SC00625EB,SC-625E (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,39.04185163756132,-77.52679913817435
SYCOLIN RD,SYCOLIN,R-VA053SC00625EB,SC-625E (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,39.0423194076387,-77.5258190142365
SYCOLIN RD,SYCOLIN,R-VA053SC00625EB,SC-625E (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,39.04200189827364,-77.52255384239649
SYCOLIN RD,SYCOLIN,R-VA053SC00659SB,SC-659S (Loudoun County),17000,18000.0,1700.0,High,1641013200000,G,39.04129399065381,-77.5205375353158
SYCOLIN RD,SYCOLIN,R-VA053SC00625EB,SC-625E (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,39.041904164257474,-77.52684537652704
SYCOLIN RD,SYCOLIN,R-VA053SC00625EB,SC-625E (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,39.04247692009499,-77.52482755534797
SYCOLIN RD,SYCOLIN,R-VA053SC00625EB,SC-625E (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,39.04209706595077,-77.52249653585952
SYCOLIN RD,SYCOLIN,R-VA053SC00659SB,SC-659S (Loudoun County),17000,18000.0,1700.0,High,1641013200000,G,39.041668927959215,-77.52117930617176
SYCOLIN RD,SYCOLIN,R-VA053SC00659SB,SC-659S (Loudoun County),17000,18000.0,1700.0,High,1641013200000,G,39.04142982518249,-77.52045819408687
BELMONT RIDGE RD,BELMONT RIDGE,R-VA053SC00659NB,SC-659N (Loudoun County),7100,7500.0,710.0,Moderate,1641013200000,G,39.04406444208779,-77.51991932098522
BELMONT RIDGE RD,BELMONT RIDGE,R-VA053SC00659SB,SC-659S (Loudoun County),17000,18000.0,1700.0,High,1641013200000,G,39.04243813306731,-77.52011215397157
BELMONT RIDGE RD,BELMONT RIDGE,R-VA053SC00659SB,SC-659S (Loudoun County),17000,18000.0,1700.0,High,1641013200000,G,39.041392501176645,-77.52058424162033
BELMONT RIDGE RD,BELMONT RIDGE,R-VA053SC00659SB,SC-659S (Loudoun County),17000,18000.0,1700.0,High,1641013200000,G,39.04000455259431,-77.52136800653561
NAISMITH TER,NAISMITH,R-VA053SC00625EB,SC-625E (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,39.042282845175066,-77.52319984490694
NAISMITH TER,NAISMITH,R-VA053SC00625EB,SC-625E (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,39.042680776943556,-77.52299194760208
CREEK VIEW PLZ,CREEK VIEW,R-VA053SC00625EB,SC-625E (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,39.042131765713975,-77.52168614405123
CREEK VIEW PLZ,CREEK VIEW,R-VA053SC00625EB,SC-625E (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,39.042086399502665,-77.52163684442262
INDIAN CREEK DR,INDIAN CREEK,R-VA053SC01037EB,SC-1037E (Loudoun County),13000,13000.0,1300.0,Moderate,1392699600000,R,38.98123093669113,-77.43438332943091
INDIAN CREEK DR,INDIAN CREEK,R-VA053SC01037EB,SC-1037E (Loudoun County),13000,13000.0,1300.0,Moderate,1392699600000,R,38.981133545518404,-77.43474013675653
INDIAN CREEK DR,INDIAN CREEK,R-VA053SC01037EB,SC-1037E (Loudoun County),13000,13000.0,1300.0,Moderate,1392699600000,R,38.98114065084488,-77.43433145205977
INDIAN CREEK DR,INDIAN CREEK,R-VA053SC01037EB,SC-1037E (Loudoun County),13000,13000.0,1300.0,Moderate,1392699600000,R,38.98102733336525,-77.43467852469453
OLD OX RD,OLD OX,R-VA053SC00606EB,SC-606E (Loudoun County),32000,34000.0,3200.0,Very High,1641013200000,G,38.979241732565356,-77.43449243203271
OLD OX RD,OLD OX,R-VA053SC00606EB,SC-606E (Loudoun County),32000,34000.0,3200.0,Very High,1641013200000,G,38.979067187316666,-77.4344982857086
PACIFIC BLVD,PACIFIC,R-VA053SC00846NB,SC-846N (Loudoun County),18000,19000.0,1800.0,High,1641013200000,G,38.99062440244927,-77.43599725367196
PACIFIC BLVD,PACIFIC,R-VA053SC01036NB,SC-1036N (Loudoun County),13000,13000.0,1300.0,Moderate,1641013200000,G,38.98630179824276,-77.43709133295879
PACIFIC BLVD,PACIFIC,R-VA053SC01037EB,SC-1037E (Loudoun County),13000,13000.0,1300.0,Moderate,1392699600000,R,38.98199955324646,-77.43534762503371
PACIFIC BLVD,PACIFIC,R-VA053SC01037EB,SC-1037E (Loudoun County),13000,13000.0,1300.0,Moderate,1392699600000,R,38.98105692258418,-77.43479144318405
PACIFIC BLVD,PACIFIC,R-VA053SC01053EB,SC-1053E (Loudoun County),9500,,950.0,Moderate,1392699600000,R,38.976858404583346,-77.4345953036994
PACIFIC BLVD,PACIFIC,R-VA053SC00846NB,SC-846N (Loudoun County),18000,19000.0,1800.0,High,1641013200000,G,38.98791983259487,-77.43692374678972
PACIFIC BLVD,PACIFIC,R-VA053SC00846NB,SC-846N (Loudoun County),18000,19000.0,1800.0,High,1641013200000,G,38.987108507013296,-77.43704049435297
PACIFIC BLVD,PACIFIC,R-VA053SC01036NB,SC-1036N (Loudoun County),13000,13000.0,1300.0,Moderate,1641013200000,G,38.98557125516193,-77.43646553201026
PACIFIC BLVD,PACIFIC,R-VA053SC01037EB,SC-1037E (Loudoun County),13000,13000.0,1300.0,Moderate,1392699600000,R,38.98201803961439,-77.43520054615432
PACIFIC BLVD,PACIFIC,R-VA053SC01037EB,SC-1037E (Loudoun County),13000,13000.0,1300.0,Moderate,1392699600000,R,38.98110395629948,-77.434627218267
PACIFIC BLVD,PACIFIC,R-VA053SC00606EB,SC-606E (Loudoun County),32000,34000.0,3200.0,Very High,1641013200000,G,38.98016082287199,-77.43442375974814
PACIFIC BLVD,PACIFIC,R-VA053SC00606EB,SC-606E (Loudoun County),32000,34000.0,3200.0,Very High,1641013200000,G,38.97915255734577,-77.4344186359339
PACIFIC BLVD,PACIFIC,R-VA053SC00606EB,SC-606E (Loudoun County),32000,34000.0,3200.0,Very High,1641013200000,G,38.978570762796416,-77.43444052116591
PACIFIC BLVD,PACIFIC,R-VA053SC01053EB,SC-1053E (Loudoun County),9500,,950.0,Moderate,1392699600000,R,38.97685838886042,-77.43445296410748
PACIFIC BLVD,PACIFIC,R-VA053SC01036NB,SC-1036N (Loudoun County),13000,13000.0,1300.0,Moderate,1641013200000,G,38.98295140092989,-77.4356569315926
S STERLING BLVD,STERLING,R-VA053SC00846NB,SC-846N (Loudoun County),18000,19000.0,1800.0,High,1641013200000,G,38.98796099649964,-77.43701037386694
S STERLING BLVD,STERLING,R-VA053SC00846NB,SC-846N (Loudoun County),18000,19000.0,1800.0,High,1641013200000,G,38.98791251315032,-77.43702598189246
BUSINESS CT,BUSINESS,R-VA053SC01037EB,SC-1037E (Loudoun County),13000,13000.0,1300.0,Moderate,1392699600000,R,38.980921881809984,-77.43507784367743
